[2022-11-05 16:35:36] [INFO]: {'enable_float16': False, 'with_test': False, 'fix_BN': False, 'log_iter': 100, 'restore_ckpt_strict': True, 'optimizer_reset': False, 'scheduler_reset': False, 'restore_hint': 0, 'save_iter': 2000, 'save_name': 'spaAlign', 'sync_BN': False, 'total_iter': 40000, 'sampler': {'batch_shuffle': False, 'batch_size': [8, 16], 'frames_num_fixed': 30, 'frames_num_max': 50, 'frames_num_min': 25, 'sample_type': 'unfixed_ordered', 'type': 'TripletSampler', 'frames_skip_num': 0}, 'transform': [{'img_w': 64, 'type': 'BaseSilCuttingTransform'}]}
[2022-11-05 16:35:36] [INFO]: {'model': 'AffineTrans', 'align_cfg': {'h_ratio': 0.4, 'w_ratio': 0.4, 'feat_c': [1, 8, 16, 32]}, 'time_dim': 5, 'in_channels': [1, 32, 64, 128], 'SeparateFCs': {'in_channels': 128, 'out_channels': 256, 'parts_num': 32}, 'SeparateBNNecks': {'class_num': 74, 'in_channels': 256, 'parts_num': 32}, 'bin_num': [32]}
[2022-11-05 16:35:37] [INFO]: [{'loss_term_weights': 1.0, 'margin': 0.2, 'type': 'TripletLoss', 'log_prefix': 'triplet'}, {'loss_term_weights': 0.1, 'scale': 16, 'type': 'CrossEntropyLoss', 'log_prefix': 'softmax', 'log_accuracy': True}, {'loss_term_weights': 0.1, 'type': 'AffineTransformationLossV2', 'alpha': 1.0, 'beta': 0.1, 'log_prefix': 'affine'}]
[2022-11-05 16:35:37] [INFO]: {'dataset_name': 'OccCASIA-BN', 'dataset_root': '/home/pengyunjie/data/casia-bn2/occlusion_occlab64pkl', 'num_workers': 1, 'dataset_partition': './misc/partitions/OccCASIA-BN.json', 'remove_no_gallery': False, 'cache': False, 'test_dataset_name': 'OccCASIA-BN'}
[2022-11-05 16:35:37] [INFO]: -------- Train Pid List --------
[2022-11-05 16:35:37] [INFO]: [001, 002, ..., 074]
[2022-11-05 16:35:41] [INFO]: {'lr': 0.1, 'momentum': 0.9, 'solver': 'SGD', 'weight_decay': 0.0005}
[2022-11-05 16:35:41] [INFO]: {'gamma': 0.1, 'milestones': [10000, 20000, 30000], 'scheduler': 'MultiStepLR'}
[2022-11-05 16:35:42] [INFO]: Parameters Count: 4.98321M
[2022-11-05 16:35:42] [INFO]: Model Initialization Finished!
[2022-11-05 16:36:54] [INFO]: Iteration 00100, Cost 80.30s, triplet_loss=0.1987, triplet_hard_loss=0.8000, triplet_loss_num=205017.5156, triplet_mean_dist=0.2034, softmax_loss=4.2791, softmax_accuracy=0.0502, affine_affineMatrixloss=0.1405, affine_affineTransloss=0.0044, affine_loss_num=343.9200, affine_loss_sum=0.1410
[2022-11-05 17:52:00] [INFO]: Iteration 06500, Cost 70.76s, triplet_loss=0.1963, triplet_hard_loss=1.1698, triplet_loss_num=42680.8906, triplet_mean_dist=1.5912, softmax_loss=1.8708, softmax_accuracy=0.6780, affine_affineMatrixloss=0.0447, affine_affineTransloss=0.0030, affine_loss_num=335.5200, affine_loss_sum=0.0450
[2022-11-05 17:53:11] [INFO]: Iteration 06600, Cost 70.45s, triplet_loss=0.1957, triplet_hard_loss=1.1641, triplet_loss_num=41967.3203, triplet_mean_dist=1.5975, softmax_loss=1.8349, softmax_accuracy=0.6907, affine_affineMatrixloss=0.0449, affine_affineTransloss=0.0030, affine_loss_num=334.7200, affine_loss_sum=0.0452
[2022-11-05 17:54:21] [INFO]: Iteration 06700, Cost 70.10s, triplet_loss=0.1962, triplet_hard_loss=1.1713, triplet_loss_num=42367.2656, triplet_mean_dist=1.5937, softmax_loss=1.8447, softmax_accuracy=0.6810, affine_affineMatrixloss=0.0449, affine_affineTransloss=0.0030, affine_loss_num=341.3500, affine_loss_sum=0.0452
[2022-11-05 17:55:31] [INFO]: Iteration 06800, Cost 70.26s, triplet_loss=0.1957, triplet_hard_loss=1.1690, triplet_loss_num=42591.3164, triplet_mean_dist=1.5952, softmax_loss=1.8388, softmax_accuracy=0.6885, affine_affineMatrixloss=0.0448, affine_affineTransloss=0.0030, affine_loss_num=332.3900, affine_loss_sum=0.0451
[2022-11-05 17:56:43] [INFO]: Iteration 06900, Cost 71.52s, triplet_loss=0.1958, triplet_hard_loss=1.1686, triplet_loss_num=41451.5352, triplet_mean_dist=1.6074, softmax_loss=1.8335, softmax_accuracy=0.6876, affine_affineMatrixloss=0.0447, affine_affineTransloss=0.0030, affine_loss_num=353.0400, affine_loss_sum=0.0450
[2022-11-05 17:57:54] [INFO]: Iteration 07000, Cost 71.37s, triplet_loss=0.1956, triplet_hard_loss=1.1672, triplet_loss_num=41958.3906, triplet_mean_dist=1.6088, softmax_loss=1.8164, softmax_accuracy=0.6950, affine_affineMatrixloss=0.0447, affine_affineTransloss=0.0030, affine_loss_num=341.3300, affine_loss_sum=0.0450
[2022-11-05 17:59:06] [INFO]: Iteration 07100, Cost 71.67s, triplet_loss=0.1962, triplet_hard_loss=1.1702, triplet_loss_num=42007.0586, triplet_mean_dist=1.6017, softmax_loss=1.8299, softmax_accuracy=0.6894, affine_affineMatrixloss=0.0445, affine_affineTransloss=0.0030, affine_loss_num=333.6800, affine_loss_sum=0.0448
[2022-11-05 18:00:19] [INFO]: Iteration 07200, Cost 72.92s, triplet_loss=0.1953, triplet_hard_loss=1.1709, triplet_loss_num=41818.7500, triplet_mean_dist=1.6020, softmax_loss=1.8244, softmax_accuracy=0.6912, affine_affineMatrixloss=0.0447, affine_affineTransloss=0.0030, affine_loss_num=333.2900, affine_loss_sum=0.0450
[2022-11-05 18:01:29] [INFO]: Iteration 07300, Cost 70.26s, triplet_loss=0.1962, triplet_hard_loss=1.1740, triplet_loss_num=40928.5781, triplet_mean_dist=1.6222, softmax_loss=1.7976, softmax_accuracy=0.7031, affine_affineMatrixloss=0.0444, affine_affineTransloss=0.0030, affine_loss_num=335.6900, affine_loss_sum=0.0447
[2022-11-05 18:02:39] [INFO]: Iteration 07400, Cost 70.49s, triplet_loss=0.1953, triplet_hard_loss=1.1669, triplet_loss_num=39307.6289, triplet_mean_dist=1.6269, softmax_loss=1.8001, softmax_accuracy=0.6997, affine_affineMatrixloss=0.0446, affine_affineTransloss=0.0030, affine_loss_num=343.0500, affine_loss_sum=0.0449
[2022-11-05 18:03:50] [INFO]: Iteration 07500, Cost 70.88s, triplet_loss=0.1959, triplet_hard_loss=1.1699, triplet_loss_num=40789.8242, triplet_mean_dist=1.6224, softmax_loss=1.8065, softmax_accuracy=0.6989, affine_affineMatrixloss=0.0452, affine_affineTransloss=0.0030, affine_loss_num=339.4400, affine_loss_sum=0.0455
[2022-11-05 18:05:01] [INFO]: Iteration 07600, Cost 70.31s, triplet_loss=0.1955, triplet_hard_loss=1.1713, triplet_loss_num=41950.3984, triplet_mean_dist=1.6151, softmax_loss=1.8143, softmax_accuracy=0.6946, affine_affineMatrixloss=0.0444, affine_affineTransloss=0.0030, affine_loss_num=348.6500, affine_loss_sum=0.0447
[2022-11-05 18:06:10] [INFO]: Iteration 07700, Cost 69.55s, triplet_loss=0.1953, triplet_hard_loss=1.1717, triplet_loss_num=39561.9688, triplet_mean_dist=1.6469, softmax_loss=1.8111, softmax_accuracy=0.6967, affine_affineMatrixloss=0.0448, affine_affineTransloss=0.0031, affine_loss_num=330.7400, affine_loss_sum=0.0451
[2022-11-05 18:07:20] [INFO]: Iteration 07800, Cost 70.00s, triplet_loss=0.1959, triplet_hard_loss=1.1724, triplet_loss_num=39964.2891, triplet_mean_dist=1.6401, softmax_loss=1.7920, softmax_accuracy=0.7014, affine_affineMatrixloss=0.0443, affine_affineTransloss=0.0030, affine_loss_num=355.1200, affine_loss_sum=0.0446
[2022-11-05 18:08:30] [INFO]: Iteration 07900, Cost 70.05s, triplet_loss=0.1962, triplet_hard_loss=1.1699, triplet_loss_num=40486.7188, triplet_mean_dist=1.6348, softmax_loss=1.8059, softmax_accuracy=0.6927, affine_affineMatrixloss=0.0448, affine_affineTransloss=0.0031, affine_loss_num=336.4100, affine_loss_sum=0.0451
[2022-11-05 18:09:41] [INFO]: Iteration 08000, Cost 70.85s, triplet_loss=0.1953, triplet_hard_loss=1.1679, triplet_loss_num=39668.3867, triplet_mean_dist=1.6438, softmax_loss=1.7908, softmax_accuracy=0.7027, affine_affineMatrixloss=0.0449, affine_affineTransloss=0.0030, affine_loss_num=348.9500, affine_loss_sum=0.0452
[2022-11-05 18:10:52] [INFO]: Iteration 08100, Cost 70.90s, triplet_loss=0.1959, triplet_hard_loss=1.1777, triplet_loss_num=39400.5898, triplet_mean_dist=1.6540, softmax_loss=1.7898, softmax_accuracy=0.7066, affine_affineMatrixloss=0.0443, affine_affineTransloss=0.0031, affine_loss_num=344.9400, affine_loss_sum=0.0446
[2022-11-05 18:12:02] [INFO]: Iteration 08200, Cost 69.87s, triplet_loss=0.1963, triplet_hard_loss=1.1799, triplet_loss_num=39684.6758, triplet_mean_dist=1.6450, softmax_loss=1.7871, softmax_accuracy=0.7056, affine_affineMatrixloss=0.0444, affine_affineTransloss=0.0030, affine_loss_num=344.9600, affine_loss_sum=0.0448
[2022-11-05 18:13:12] [INFO]: Iteration 08300, Cost 70.38s, triplet_loss=0.1951, triplet_hard_loss=1.1755, triplet_loss_num=38326.3789, triplet_mean_dist=1.6493, softmax_loss=1.7916, softmax_accuracy=0.6995, affine_affineMatrixloss=0.0445, affine_affineTransloss=0.0030, affine_loss_num=334.3000, affine_loss_sum=0.0448
[2022-11-05 18:14:22] [INFO]: Iteration 08400, Cost 69.97s, triplet_loss=0.1959, triplet_hard_loss=1.1728, triplet_loss_num=39244.2617, triplet_mean_dist=1.6460, softmax_loss=1.8028, softmax_accuracy=0.6983, affine_affineMatrixloss=0.0450, affine_affineTransloss=0.0030, affine_loss_num=340.4800, affine_loss_sum=0.0453
[2022-11-05 18:15:34] [INFO]: Iteration 08500, Cost 72.17s, triplet_loss=0.1952, triplet_hard_loss=1.1762, triplet_loss_num=37582.9844, triplet_mean_dist=1.6628, softmax_loss=1.7750, softmax_accuracy=0.7079, affine_affineMatrixloss=0.0444, affine_affineTransloss=0.0031, affine_loss_num=341.5000, affine_loss_sum=0.0447
[2022-11-05 18:16:44] [INFO]: Iteration 08600, Cost 70.10s, triplet_loss=0.1957, triplet_hard_loss=1.1687, triplet_loss_num=39079.2266, triplet_mean_dist=1.6432, softmax_loss=1.7933, softmax_accuracy=0.7029, affine_affineMatrixloss=0.0444, affine_affineTransloss=0.0030, affine_loss_num=346.7600, affine_loss_sum=0.0447
[2022-11-05 18:17:55] [INFO]: Iteration 08700, Cost 70.24s, triplet_loss=0.1952, triplet_hard_loss=1.1701, triplet_loss_num=38570.3242, triplet_mean_dist=1.6490, softmax_loss=1.7698, softmax_accuracy=0.7103, affine_affineMatrixloss=0.0445, affine_affineTransloss=0.0030, affine_loss_num=337.5700, affine_loss_sum=0.0448
[2022-11-05 18:19:06] [INFO]: Iteration 08800, Cost 71.44s, triplet_loss=0.1960, triplet_hard_loss=1.1748, triplet_loss_num=39114.9648, triplet_mean_dist=1.6532, softmax_loss=1.7776, softmax_accuracy=0.7093, affine_affineMatrixloss=0.0445, affine_affineTransloss=0.0030, affine_loss_num=333.5500, affine_loss_sum=0.0448
[2022-11-05 18:20:17] [INFO]: Iteration 08900, Cost 70.41s, triplet_loss=0.1952, triplet_hard_loss=1.1680, triplet_loss_num=37941.3555, triplet_mean_dist=1.6641, softmax_loss=1.7671, softmax_accuracy=0.7138, affine_affineMatrixloss=0.0441, affine_affineTransloss=0.0030, affine_loss_num=334.4100, affine_loss_sum=0.0444
[2022-11-05 18:21:28] [INFO]: Iteration 09000, Cost 71.59s, triplet_loss=0.1956, triplet_hard_loss=1.1703, triplet_loss_num=37917.1367, triplet_mean_dist=1.6638, softmax_loss=1.7810, softmax_accuracy=0.7086, affine_affineMatrixloss=0.0443, affine_affineTransloss=0.0030, affine_loss_num=345.6600, affine_loss_sum=0.0446
[2022-11-05 18:22:38] [INFO]: Iteration 09100, Cost 69.78s, triplet_loss=0.1955, triplet_hard_loss=1.1768, triplet_loss_num=38493.8555, triplet_mean_dist=1.6586, softmax_loss=1.7921, softmax_accuracy=0.7037, affine_affineMatrixloss=0.0440, affine_affineTransloss=0.0030, affine_loss_num=319.7100, affine_loss_sum=0.0443
[2022-11-05 18:23:48] [INFO]: Iteration 09200, Cost 69.95s, triplet_loss=0.1963, triplet_hard_loss=1.1707, triplet_loss_num=42932.7344, triplet_mean_dist=1.5860, softmax_loss=1.9399, softmax_accuracy=0.6538, affine_affineMatrixloss=0.0458, affine_affineTransloss=0.0027, affine_loss_num=328.2600, affine_loss_sum=0.0461
[2022-11-05 18:24:58] [INFO]: Iteration 09300, Cost 70.32s, triplet_loss=0.1953, triplet_hard_loss=1.1702, triplet_loss_num=38016.9180, triplet_mean_dist=1.6472, softmax_loss=1.7589, softmax_accuracy=0.7134, affine_affineMatrixloss=0.0447, affine_affineTransloss=0.0031, affine_loss_num=335.0300, affine_loss_sum=0.0450
[2022-11-05 18:26:09] [INFO]: Iteration 09400, Cost 71.13s, triplet_loss=0.1955, triplet_hard_loss=1.1754, triplet_loss_num=38351.3242, triplet_mean_dist=1.6642, softmax_loss=1.7675, softmax_accuracy=0.7062, affine_affineMatrixloss=0.0450, affine_affineTransloss=0.0031, affine_loss_num=327.1100, affine_loss_sum=0.0453
[2022-11-05 18:27:20] [INFO]: Iteration 09500, Cost 70.86s, triplet_loss=0.1956, triplet_hard_loss=1.1775, triplet_loss_num=38241.4023, triplet_mean_dist=1.6577, softmax_loss=1.7781, softmax_accuracy=0.7064, affine_affineMatrixloss=0.0448, affine_affineTransloss=0.0031, affine_loss_num=329.5200, affine_loss_sum=0.0451
[2022-11-05 18:28:30] [INFO]: Iteration 09600, Cost 69.99s, triplet_loss=0.1953, triplet_hard_loss=1.1779, triplet_loss_num=37383.7422, triplet_mean_dist=1.6709, softmax_loss=1.7846, softmax_accuracy=0.7094, affine_affineMatrixloss=0.0446, affine_affineTransloss=0.0031, affine_loss_num=326.8900, affine_loss_sum=0.0449
[2022-11-05 18:29:41] [INFO]: Iteration 09700, Cost 70.75s, triplet_loss=0.1954, triplet_hard_loss=1.1735, triplet_loss_num=37030.3789, triplet_mean_dist=1.6760, softmax_loss=1.7557, softmax_accuracy=0.7182, affine_affineMatrixloss=0.0441, affine_affineTransloss=0.0031, affine_loss_num=347.7600, affine_loss_sum=0.0444
[2022-11-05 18:30:52] [INFO]: Iteration 09800, Cost 70.71s, triplet_loss=0.1955, triplet_hard_loss=1.1740, triplet_loss_num=38761.0117, triplet_mean_dist=1.6554, softmax_loss=1.7705, softmax_accuracy=0.7125, affine_affineMatrixloss=0.0448, affine_affineTransloss=0.0030, affine_loss_num=344.9100, affine_loss_sum=0.0451
[2022-11-05 18:32:01] [INFO]: Iteration 09900, Cost 69.77s, triplet_loss=0.1951, triplet_hard_loss=1.1708, triplet_loss_num=37533.2734, triplet_mean_dist=1.6549, softmax_loss=1.7556, softmax_accuracy=0.7184, affine_affineMatrixloss=0.0444, affine_affineTransloss=0.0030, affine_loss_num=340.8000, affine_loss_sum=0.0447
[2022-11-05 18:33:13] [INFO]: Iteration 10000, Cost 71.41s, triplet_loss=0.1953, triplet_hard_loss=1.1748, triplet_loss_num=36800.0391, triplet_mean_dist=1.6749, softmax_loss=1.7794, softmax_accuracy=0.7075, affine_affineMatrixloss=0.0448, affine_affineTransloss=0.0030, affine_loss_num=350.4900, affine_loss_sum=0.0451
[2022-11-05 18:34:23] [INFO]: Iteration 10100, Cost 70.22s, triplet_loss=0.1925, triplet_hard_loss=1.1566, triplet_loss_num=33375.2734, triplet_mean_dist=1.7446, softmax_loss=1.6415, softmax_accuracy=0.7604, affine_affineMatrixloss=0.0226, affine_affineTransloss=0.0014, affine_loss_num=341.6600, affine_loss_sum=0.0227
[2022-11-05 18:35:33] [INFO]: Iteration 10200, Cost 69.56s, triplet_loss=0.1912, triplet_hard_loss=1.1450, triplet_loss_num=31692.3574, triplet_mean_dist=1.7845, softmax_loss=1.5551, softmax_accuracy=0.7967, affine_affineMatrixloss=0.0208, affine_affineTransloss=0.0013, affine_loss_num=343.2100, affine_loss_sum=0.0209
[2022-11-05 18:36:43] [INFO]: Iteration 10300, Cost 70.40s, triplet_loss=0.1903, triplet_hard_loss=1.1432, triplet_loss_num=30504.3184, triplet_mean_dist=1.8055, softmax_loss=1.5258, softmax_accuracy=0.8082, affine_affineMatrixloss=0.0209, affine_affineTransloss=0.0013, affine_loss_num=327.0700, affine_loss_sum=0.0210
[2022-11-05 18:37:53] [INFO]: Iteration 10400, Cost 70.43s, triplet_loss=0.1898, triplet_hard_loss=1.1457, triplet_loss_num=29597.2695, triplet_mean_dist=1.8320, softmax_loss=1.5056, softmax_accuracy=0.8149, affine_affineMatrixloss=0.0211, affine_affineTransloss=0.0013, affine_loss_num=350.4200, affine_loss_sum=0.0213
[2022-11-05 18:39:05] [INFO]: Iteration 10500, Cost 72.03s, triplet_loss=0.1892, triplet_hard_loss=1.1405, triplet_loss_num=29088.1758, triplet_mean_dist=1.8423, softmax_loss=1.4976, softmax_accuracy=0.8205, affine_affineMatrixloss=0.0209, affine_affineTransloss=0.0013, affine_loss_num=338.2000, affine_loss_sum=0.0210
[2022-11-05 18:40:16] [INFO]: Iteration 10600, Cost 70.34s, triplet_loss=0.1885, triplet_hard_loss=1.1387, triplet_loss_num=28636.7305, triplet_mean_dist=1.8476, softmax_loss=1.4878, softmax_accuracy=0.8240, affine_affineMatrixloss=0.0206, affine_affineTransloss=0.0013, affine_loss_num=328.8100, affine_loss_sum=0.0207
[2022-11-05 18:41:25] [INFO]: Iteration 10700, Cost 69.59s, triplet_loss=0.1879, triplet_hard_loss=1.1346, triplet_loss_num=27286.3359, triplet_mean_dist=1.8724, softmax_loss=1.4811, softmax_accuracy=0.8241, affine_affineMatrixloss=0.0210, affine_affineTransloss=0.0013, affine_loss_num=328.1700, affine_loss_sum=0.0211
[2022-11-05 18:42:36] [INFO]: Iteration 10800, Cost 70.22s, triplet_loss=0.1881, triplet_hard_loss=1.1405, triplet_loss_num=27632.6191, triplet_mean_dist=1.8843, softmax_loss=1.4486, softmax_accuracy=0.8359, affine_affineMatrixloss=0.0201, affine_affineTransloss=0.0012, affine_loss_num=340.0700, affine_loss_sum=0.0203
[2022-11-05 18:43:46] [INFO]: Iteration 10900, Cost 70.41s, triplet_loss=0.1889, triplet_hard_loss=1.1422, triplet_loss_num=26645.1055, triplet_mean_dist=1.9095, softmax_loss=1.4519, softmax_accuracy=0.8345, affine_affineMatrixloss=0.0180, affine_affineTransloss=0.0010, affine_loss_num=331.9400, affine_loss_sum=0.0181
[2022-11-05 18:44:56] [INFO]: Iteration 11000, Cost 70.22s, triplet_loss=0.1878, triplet_hard_loss=1.1309, triplet_loss_num=26514.7891, triplet_mean_dist=1.9074, softmax_loss=1.4480, softmax_accuracy=0.8373, affine_affineMatrixloss=0.0172, affine_affineTransloss=0.0009, affine_loss_num=347.6600, affine_loss_sum=0.0173
[2022-11-05 18:46:06] [INFO]: Iteration 11100, Cost 70.21s, triplet_loss=0.1869, triplet_hard_loss=1.1308, triplet_loss_num=26307.3457, triplet_mean_dist=1.9099, softmax_loss=1.4164, softmax_accuracy=0.8477, affine_affineMatrixloss=0.0171, affine_affineTransloss=0.0009, affine_loss_num=346.8600, affine_loss_sum=0.0172
[2022-11-05 18:47:17] [INFO]: Iteration 11200, Cost 70.09s, triplet_loss=0.1868, triplet_hard_loss=1.1325, triplet_loss_num=25978.3184, triplet_mean_dist=1.9218, softmax_loss=1.4431, softmax_accuracy=0.8378, affine_affineMatrixloss=0.0178, affine_affineTransloss=0.0010, affine_loss_num=318.5200, affine_loss_sum=0.0179
[2022-11-05 18:48:27] [INFO]: Iteration 11300, Cost 70.13s, triplet_loss=0.1868, triplet_hard_loss=1.1356, triplet_loss_num=25731.6934, triplet_mean_dist=1.9205, softmax_loss=1.4318, softmax_accuracy=0.8403, affine_affineMatrixloss=0.0183, affine_affineTransloss=0.0011, affine_loss_num=335.2600, affine_loss_sum=0.0184
[2022-11-05 18:49:38] [INFO]: Iteration 11400, Cost 71.49s, triplet_loss=0.1863, triplet_hard_loss=1.1305, triplet_loss_num=25110.8594, triplet_mean_dist=1.9401, softmax_loss=1.4107, softmax_accuracy=0.8480, affine_affineMatrixloss=0.0183, affine_affineTransloss=0.0011, affine_loss_num=354.2200, affine_loss_sum=0.0184
[2022-11-05 18:50:49] [INFO]: Iteration 11500, Cost 70.53s, triplet_loss=0.1866, triplet_hard_loss=1.1325, triplet_loss_num=25318.8516, triplet_mean_dist=1.9435, softmax_loss=1.4039, softmax_accuracy=0.8504, affine_affineMatrixloss=0.0179, affine_affineTransloss=0.0010, affine_loss_num=343.7400, affine_loss_sum=0.0180
[2022-11-05 18:52:00] [INFO]: Iteration 11600, Cost 71.30s, triplet_loss=0.1870, triplet_hard_loss=1.1346, triplet_loss_num=25004.9297, triplet_mean_dist=1.9463, softmax_loss=1.4099, softmax_accuracy=0.8516, affine_affineMatrixloss=0.0168, affine_affineTransloss=0.0009, affine_loss_num=343.2300, affine_loss_sum=0.0169
[2022-11-05 18:53:10] [INFO]: Iteration 11700, Cost 70.23s, triplet_loss=0.1861, triplet_hard_loss=1.1270, triplet_loss_num=24541.4102, triplet_mean_dist=1.9582, softmax_loss=1.4247, softmax_accuracy=0.8446, affine_affineMatrixloss=0.0168, affine_affineTransloss=0.0009, affine_loss_num=339.5500, affine_loss_sum=0.0169
[2022-11-05 18:54:21] [INFO]: Iteration 11800, Cost 70.50s, triplet_loss=0.1864, triplet_hard_loss=1.1315, triplet_loss_num=25073.8105, triplet_mean_dist=1.9599, softmax_loss=1.4019, softmax_accuracy=0.8531, affine_affineMatrixloss=0.0173, affine_affineTransloss=0.0009, affine_loss_num=337.7600, affine_loss_sum=0.0174
[2022-11-05 18:55:31] [INFO]: Iteration 11900, Cost 70.01s, triplet_loss=0.1860, triplet_hard_loss=1.1320, triplet_loss_num=25018.2305, triplet_mean_dist=1.9587, softmax_loss=1.4041, softmax_accuracy=0.8522, affine_affineMatrixloss=0.0170, affine_affineTransloss=0.0009, affine_loss_num=348.7400, affine_loss_sum=0.0171
[2022-11-05 18:56:42] [INFO]: Iteration 12000, Cost 70.75s, triplet_loss=0.1869, triplet_hard_loss=1.1349, triplet_loss_num=25352.8730, triplet_mean_dist=1.9453, softmax_loss=1.4265, softmax_accuracy=0.8448, affine_affineMatrixloss=0.0173, affine_affineTransloss=0.0009, affine_loss_num=337.9500, affine_loss_sum=0.0174
[2022-11-05 18:57:52] [INFO]: Iteration 12100, Cost 70.40s, triplet_loss=0.1856, triplet_hard_loss=1.1273, triplet_loss_num=24316.2070, triplet_mean_dist=1.9640, softmax_loss=1.3991, softmax_accuracy=0.8531, affine_affineMatrixloss=0.0168, affine_affineTransloss=0.0009, affine_loss_num=351.0700, affine_loss_sum=0.0169
[2022-11-05 18:59:03] [INFO]: Iteration 12200, Cost 71.25s, triplet_loss=0.1863, triplet_hard_loss=1.1315, triplet_loss_num=24666.1816, triplet_mean_dist=1.9597, softmax_loss=1.4051, softmax_accuracy=0.8519, affine_affineMatrixloss=0.0179, affine_affineTransloss=0.0010, affine_loss_num=333.1100, affine_loss_sum=0.0180
[2022-11-05 19:00:14] [INFO]: Iteration 12300, Cost 70.52s, triplet_loss=0.1862, triplet_hard_loss=1.1319, triplet_loss_num=24480.4004, triplet_mean_dist=1.9686, softmax_loss=1.3948, softmax_accuracy=0.8554, affine_affineMatrixloss=0.0168, affine_affineTransloss=0.0009, affine_loss_num=337.2800, affine_loss_sum=0.0169
[2022-11-05 19:01:25] [INFO]: Iteration 12400, Cost 71.26s, triplet_loss=0.1859, triplet_hard_loss=1.1263, triplet_loss_num=24308.2852, triplet_mean_dist=1.9786, softmax_loss=1.3842, softmax_accuracy=0.8584, affine_affineMatrixloss=0.0171, affine_affineTransloss=0.0010, affine_loss_num=350.3900, affine_loss_sum=0.0172
[2022-11-05 19:02:35] [INFO]: Iteration 12500, Cost 69.63s, triplet_loss=0.1856, triplet_hard_loss=1.1255, triplet_loss_num=25191.5918, triplet_mean_dist=1.9662, softmax_loss=1.4023, softmax_accuracy=0.8512, affine_affineMatrixloss=0.0172, affine_affineTransloss=0.0010, affine_loss_num=331.8500, affine_loss_sum=0.0173
[2022-11-05 19:03:46] [INFO]: Iteration 12600, Cost 71.12s, triplet_loss=0.1849, triplet_hard_loss=1.1246, triplet_loss_num=23227.4531, triplet_mean_dist=1.9855, softmax_loss=1.3894, softmax_accuracy=0.8584, affine_affineMatrixloss=0.0172, affine_affineTransloss=0.0010, affine_loss_num=336.5800, affine_loss_sum=0.0173
[2022-11-05 19:04:57] [INFO]: Iteration 12700, Cost 70.86s, triplet_loss=0.1859, triplet_hard_loss=1.1339, triplet_loss_num=22963.8398, triplet_mean_dist=1.9981, softmax_loss=1.3959, softmax_accuracy=0.8550, affine_affineMatrixloss=0.0178, affine_affineTransloss=0.0010, affine_loss_num=331.2900, affine_loss_sum=0.0179
[2022-11-05 19:06:07] [INFO]: Iteration 12800, Cost 70.08s, triplet_loss=0.1864, triplet_hard_loss=1.1321, triplet_loss_num=23594.9395, triplet_mean_dist=1.9908, softmax_loss=1.3977, softmax_accuracy=0.8534, affine_affineMatrixloss=0.0180, affine_affineTransloss=0.0010, affine_loss_num=347.6500, affine_loss_sum=0.0181
[2022-11-05 19:07:17] [INFO]: Iteration 12900, Cost 70.08s, triplet_loss=0.1864, triplet_hard_loss=1.1315, triplet_loss_num=24378.4180, triplet_mean_dist=1.9870, softmax_loss=1.3979, softmax_accuracy=0.8547, affine_affineMatrixloss=0.0182, affine_affineTransloss=0.0010, affine_loss_num=333.2100, affine_loss_sum=0.0183
[2022-11-05 19:08:27] [INFO]: Iteration 13000, Cost 69.86s, triplet_loss=0.1864, triplet_hard_loss=1.1309, triplet_loss_num=23762.8809, triplet_mean_dist=1.9953, softmax_loss=1.3913, softmax_accuracy=0.8567, affine_affineMatrixloss=0.0173, affine_affineTransloss=0.0010, affine_loss_num=340.9000, affine_loss_sum=0.0174
[2022-11-05 19:09:37] [INFO]: Iteration 13100, Cost 70.48s, triplet_loss=0.1857, triplet_hard_loss=1.1266, triplet_loss_num=23138.2598, triplet_mean_dist=1.9958, softmax_loss=1.3982, softmax_accuracy=0.8545, affine_affineMatrixloss=0.0171, affine_affineTransloss=0.0009, affine_loss_num=347.6600, affine_loss_sum=0.0172
[2022-11-05 19:10:48] [INFO]: Iteration 13200, Cost 70.43s, triplet_loss=0.1855, triplet_hard_loss=1.1241, triplet_loss_num=24339.5449, triplet_mean_dist=1.9727, softmax_loss=1.3974, softmax_accuracy=0.8559, affine_affineMatrixloss=0.0171, affine_affineTransloss=0.0010, affine_loss_num=347.5900, affine_loss_sum=0.0172
[2022-11-05 19:11:58] [INFO]: Iteration 13300, Cost 70.48s, triplet_loss=0.1851, triplet_hard_loss=1.1269, triplet_loss_num=24044.6934, triplet_mean_dist=1.9824, softmax_loss=1.3767, softmax_accuracy=0.8613, affine_affineMatrixloss=0.0168, affine_affineTransloss=0.0009, affine_loss_num=346.3400, affine_loss_sum=0.0169
[2022-11-05 19:13:09] [INFO]: Iteration 13400, Cost 70.80s, triplet_loss=0.1852, triplet_hard_loss=1.1321, triplet_loss_num=23170.4043, triplet_mean_dist=1.9984, softmax_loss=1.3934, softmax_accuracy=0.8561, affine_affineMatrixloss=0.0170, affine_affineTransloss=0.0009, affine_loss_num=337.0800, affine_loss_sum=0.0171
